Manufacturer,Family,Part #,Alternative Label 1,Alternative Label 2,Alternative Label 3,Alternative Label 4,Alternative Label 5,Alternative Label 6,Empty,Empty,Empty,Chip Type,Sub-Family,Model number,Core,Core designer,Microarchitecture,Threads,CPUID,Core Count,Pipeline,Multiprocessing,Empty,Empty,Empty,Architecture,Data Bus(ext),Address Bus,Bus comments,Frequency(ext),Frequency(internal min),Frequency(internal max/typ),Actual bus frequency,Effective bus frequency,Bus bandwidth,Clock multiplier,Core Stepping,Empty,Empty,Empty,Empty,L1 data cache,L1 data comments,L1 instruction cache,L1 instruction comments,L1 unified cache,L1 unified comments,L2 cache,L2 comments,L3 cache,L3 comments,Empty,ROM Internal,ROM Type,RAM internal,RAM max,RAM type,Virtual memory max,Empty,Empty,Empty,Empty,Package,Package Size,Package Weight,Socket,Transistor count,Process Size,Metal Layers,Metal Type,Process technology,Die size,Green,Empty,Empty,Empty,Vcc(core range),Vcc(core typical),Empty,Vcc(secondary),Vcc(tertiary),Empty,Vcc(I/O),I/O compatibility,Power Min,Power Typ,Power Max,Power Thermal Design,Temperature range,Temperature Grade,Low Power Features,Empty,Empty,Empty,Empty,Empty,Instruction set,Instruction set extensions,Additional instructions,Computer architecture,ISA,Empty,Empty,Empty,Empty,FPU,On-chip peripherals,Features,Empty,Empty,Production type,Clone,Release date,Initial price,Applications,Military Spec,Comments,Empty,Empty,Empty,Empty,Empty,Empty,Reference 1,Reference 2,Reference 3,Reference 4,Reference 5,Reference 6,Reference 7,Reference 8,Empty,Empty,Empty,Empty,Empty,Photo front filename 1,Photo front source 1,Photo front copyright 1,Photo front comment 1,Empty,Photo back filename 1,Photo back source 1,Photo back copyright 1,Photo back comment 1,Empty,Photo front filename 2,Photo front source 2,Photo front copyright 2,Photo front comment 2,Empty,Photo back filename 2,Photo back source 2,Photo back copyright 2,Photo back comment 2,Empty,Photo front filename 3,Photo front source 3,Photo front copyright 3,Photo front comment 3,Empty,Photo back filename 3,Photo back source 3,Photo back copyright 3,Photo back comment 3,Empty,Photo front filename 4,Photo front source 4,Photo front copyright 4,Photo front comment 4,Empty,Photo back filename 4,Photo back source 4,Photo back copyright 4,Photo back comment 4,Empty,Die photo 1,Die photo source 1,Die photo copyright 1,Die photo comment 1,Empty
Philips,68070,SCC68070AAA84,SCC68070AAA,,,,,,,,,CPU,,,68070,Philips,,,NA,1,,,,,,32,16,24,,,4MHz,10MHz,10MHz,,,1,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,16MiB,,,,,,,PLCC-84,30.2 x 30.2 mm^2,,PLCC-84,,,,,CMOS,,,,,,4.5-5.5V,5V,,NA,NA,,5V,,,,0.42W (made in the beginning of 1990s),,0 to 70C,Commercial,,,,,,,68070,,,,68000,,,,,none,"MMU, 2-channel DMA controller, UART bus interface, I2C, 16-bit timer/counter, Clock generator ",,,,,,,,,,Motorola 68000 object code compatible,,,,,,,http://www.cpu-world.com/CPUs/68070/Philips-SCC68070CAA84%20-%20SCC68070CAA.html,"Datasheet: Philips, “SCC68070 16/32-bit microprocessor”, April 1993. Available from: http://www.datasheetcatalog.com/datasheets_pdf/S/C/C/6/SCC68070.shtml [Accessed 3 Jan 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips,68070,SCC68070AAB,,,,,,,,,,CPU,,,68070,Philips,,,NA,1,,,,,,32,16,24,,,4MHz,10MHz,10MHz,,,1,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,16MiB,,,,,,,PQFP-120,28 x 28 mm^2,,NA,,,,,CMOS,,,,,,4.5-5.5V,5V,,NA,NA,,5V,,,,,,0 to 70C,Commercial,,,,,,,68070,,,,68000,,,,,none,"MMU, 2-channel DMA controller, UART bus interface, I2C, 16-bit timer/counter, Clock generator ",,,,,,,,,,Motorola 68000 object code compatible,,,,,,,http://www.cpu-world.com/CPUs/68070/Philips-SCC68070AAB.html,"Datasheet: Philips, “SCC68070 16/32-bit microprocessor”, April 1993. Available from: http://www.datasheetcatalog.com/datasheets_pdf/S/C/C/6/SCC68070.shtml [Accessed 3 Jan 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips,68070,SCC68070ABA84,SCC68070ABA,,,,,,,,,CPU,,,68070,Philips,,,NA,1,,,,,,32,16,24,,,4MHz,12.5MHz,12.5MHz,,,1,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,16MiB,,,,,,,PLCC-84,30.2 x 30.2 mm^2,,PLCC-84,,,,,CMOS,,,,,,4.5-5.5V,5V,,NA,NA,,5V,,,,,,0 to 70C,Commercial,,,,,,,68070,,,,68000,,,,,none,"MMU, 2-channel DMA controller, UART bus interface, I2C, 16-bit timer/counter, Clock generator ",,,,,,,,,,Motorola 68000 object code compatible,,,,,,,http://www.cpu-world.com/CPUs/68070/Philips-SCC68070ABA84%20-%20SCC68070ABA.html,"Datasheet: Philips, “SCC68070 16/32-bit microprocessor”, April 1993. Available from: http://www.datasheetcatalog.com/datasheets_pdf/S/C/C/6/SCC68070.shtml [Accessed 3 Jan 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips,68070,SCC68070ABB,,,,,,,,,,CPU,,,68070,Philips,,,NA,1,,,,,,32,16,24,,,4MHz,12.5MHz,12.5MHz,,,1,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,16MiB,,,,,,,PQFP-120,28 x 28 mm^2,,NA,,,,,CMOS,,,,,,4.5-5.5V,5V,,NA,NA,,5V,,,,,,0 to 70C,Commercial,,,,,,,68070,,,,68000,,,,,none,"MMU, 2-channel DMA controller, UART bus interface, I2C, 16-bit timer/counter, Clock generator ",,,,,,,,,,Motorola 68000 object code compatible,,,,,,,http://www.cpu-world.com/CPUs/68070/Philips-SCC68070ABB.html,"Datasheet: Philips, “SCC68070 16/32-bit microprocessor”, April 1993. Available from: http://www.datasheetcatalog.com/datasheets_pdf/S/C/C/6/SCC68070.shtml [Accessed 3 Jan 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips,68070,SCC68070ACA84,SCC68070ACA,,,,,,,,,CPU,,,68070,Philips,,,NA,1,,,,,,32,16,24,,,4MHz,15MHz,15MHz,,,1,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,16MiB,,,,,,,PLCC-84,30.2 x 30.2 mm^2,,PLCC-84,,,,,CMOS,,,,,,4.5-5.5V,5V,,NA,NA,,5V,,,,,,0 to 70C,Commercial,,,,,,,68070,,,,68000,,,,,none,"MMU, 2-channel DMA controller, UART bus interface, I2C, 16-bit timer/counter, Clock generator ",,,,,,,,,,Motorola 68000 object code compatible,,,,,,,http://www.cpu-world.com/CPUs/68070/Philips-SCC68070ACA84%20-%20SCC68070ACA.html,"Datasheet: Philips, “SCC68070 16/32-bit microprocessor”, April 1993. Available from: http://www.datasheetcatalog.com/datasheets_pdf/S/C/C/6/SCC68070.shtml [Accessed 3 Jan 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips,68070,SCC68070ACB,,,,,,,,,,CPU,,,68070,Philips,,,NA,1,,,,,,32,16,24,,,4MHz,15MHz,15MHz,,,1,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,16MiB,,,,,,,PQFP-120,28 x 28 mm^2,,NA,,,,,CMOS,,,,,,4.5-5.5V,5V,,NA,NA,,5V,,,,,,0 to 70C,Commercial,,,,,,,68070,,,,68000,,,,,none,"MMU, 2-channel DMA controller, UART bus interface, I2C, 16-bit timer/counter, Clock generator ",,,,,,,,,,Motorola 68000 object code compatible,,,,,,,http://www.cpu-world.com/CPUs/68070/Philips-SCC68070ACB.html,"Datasheet: Philips, “SCC68070 16/32-bit microprocessor”, April 1993. Available from: http://www.datasheetcatalog.com/datasheets_pdf/S/C/C/6/SCC68070.shtml [Accessed 3 Jan 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips,68070,SCC68070ADA84,SCC68070ADA,,,,,,,,,CPU,,,68070,Philips,,,NA,1,,,,,,32,16,24,,,4MHz,17.5MHz,17.5MHz,,,1,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,16MiB,,,,,,,PLCC-84,30.2 x 30.2 mm^2,,PLCC-84,,,,,CMOS,,,,,,4.5-5.5V,5V,,NA,NA,,5V,,,,,,0 to 70C,Commercial,,,,,,,68070,,,,68000,,,,,none,"MMU, 2-channel DMA controller, UART bus interface, I2C, 16-bit timer/counter, Clock generator ",,,,,,,,,,Motorola 68000 object code compatible,,,,,,,http://www.cpu-world.com/CPUs/68070/Philips-SCC68070ADA84%20-%20SCC68070ADA.html,"Datasheet: Philips, “SCC68070 16/32-bit microprocessor”, April 1993. Available from: http://www.datasheetcatalog.com/datasheets_pdf/S/C/C/6/SCC68070.shtml [Accessed 3 Jan 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips,68070,SCC68070ADB,,,,,,,,,,CPU,,,68070,Philips,,,NA,1,,,,,,32,16,24,,,4MHz,17.5MHz,17.5MHz,,,1,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,16MiB,,,,,,,PQFP-120,28 x 28 mm^2,,NA,,,,,CMOS,,,,,,4.5-5.5V,5V,,NA,NA,,5V,,,,,,0 to 70C,Commercial,,,,,,,68070,,,,68000,,,,,none,"MMU, 2-channel DMA controller, UART bus interface, I2C, 16-bit timer/counter, Clock generator ",,,,,,,,,,Motorola 68000 object code compatible,,,,,,,http://www.cpu-world.com/CPUs/68070/Philips-SCC68070ADB.html,"Datasheet: Philips, “SCC68070 16/32-bit microprocessor”, April 1993. Available from: http://www.datasheetcatalog.com/datasheets_pdf/S/C/C/6/SCC68070.shtml [Accessed 3 Jan 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips,68070,SCC68070CAA84,SCC68070CAA,,,,,,,,,CPU,,,68070,Philips,,,NA,1,,,,,,32,16,24,,,4MHz,10MHz,10MHz,,,1,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,16MiB,,,,,,,PLCC-84,30.2 x 30.2 mm^2,,PLCC-84,,,,,CMOS,,,,,,4.5-5.5V,5V,,NA,NA,,5V,,,,,,-40 to 85C,Industrial,,,,,,,68070,,,,68000,,,,,none,"MMU, 2-channel DMA controller, UART bus interface, I2C, 16-bit timer/counter, Clock generator ",,,,,,,,,,Motorola 68000 object code compatible,,,,,,,http://www.cpu-world.com/CPUs/68070/Philips-SCC68070CAA84%20-%20SCC68070CAA.html,"Datasheet: Philips, “SCC68070 16/32-bit microprocessor”, April 1993. Available from: http://www.datasheetcatalog.com/datasheets_pdf/S/C/C/6/SCC68070.shtml [Accessed 3 Jan 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips,68070,SCC68070CAB,,,,,,,,,,CPU,,,68070,Philips,,,NA,1,,,,,,32,16,24,,,4MHz,10MHz,10MHz,,,1,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,16MiB,,,,,,,PQFP-120,28 x 28 mm^2,,NA,,,,,CMOS,,,,,,4.5-5.5V,5V,,NA,NA,,5V,,,,,,-40 to 85C,Industrial,,,,,,,68070,,,,68000,,,,,none,"MMU, 2-channel DMA controller, UART bus interface, I2C, 16-bit timer/counter, Clock generator ",,,,,,,,,,Motorola 68000 object code compatible,,,,,,,http://www.cpu-world.com/CPUs/68070/Philips-SCC68070CAB.html,"Datasheet: Philips, “SCC68070 16/32-bit microprocessor”, April 1993. Available from: http://www.datasheetcatalog.com/datasheets_pdf/S/C/C/6/SCC68070.shtml [Accessed 3 Jan 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips,68070,SCC68070CBA84,SCC68070CBA,,,,,,,,,CPU,,,68070,Philips,,,NA,1,,,,,,32,16,24,,,4MHz,12.5MHz,12.5MHz,,,1,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,16MiB,,,,,,,PLCC-84,30.2 x 30.2 mm^2,,PLCC-84,,,,,CMOS,,,,,,4.5-5.5V,5V,,NA,NA,,5V,,,,,,-40 to 85C,Industrial,,,,,,,68070,,,,68000,,,,,none,"MMU, 2-channel DMA controller, UART bus interface, I2C, 16-bit timer/counter, Clock generator ",,,,,,,,,,Motorola 68000 object code compatible,,,,,,,http://www.cpu-world.com/CPUs/68070/Philips-SCC68070CBA84%20-%20SCC68070CBA.html,"Datasheet: Philips, “SCC68070 16/32-bit microprocessor”, April 1993. Available from: http://www.datasheetcatalog.com/datasheets_pdf/S/C/C/6/SCC68070.shtml [Accessed 3 Jan 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips,68070,SCC68070CBB,,,,,,,,,,CPU,,,68070,Philips,,,NA,1,,,,,,32,16,24,,,4MHz,12.5MHz,12.5MHz,,,1,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,16MiB,,,,,,,PQFP-120,28 x 28 mm^2,,NA,,,,,CMOS,,,,,,4.5-5.5V,5V,,NA,NA,,5V,,,,,,-40 to 85C,Industrial,,,,,,,68070,,,,68000,,,,,none,"MMU, 2-channel DMA controller, UART bus interface, I2C, 16-bit timer/counter, Clock generator ",,,,,,,,,,Motorola 68000 object code compatible,,,,,,,http://www.cpu-world.com/CPUs/68070/Philips-SCC68070CBB.html,"Datasheet: Philips, “SCC68070 16/32-bit microprocessor”, April 1993. Available from: http://www.datasheetcatalog.com/datasheets_pdf/S/C/C/6/SCC68070.shtml [Accessed 3 Jan 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips,68070,SCC68070CCA84,SCC68070CCA,,,,,,,,,CPU,,,68070,Philips,,,NA,1,,,,,,32,16,24,,,4MHz,15MHz,15MHz,,,1,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,16MiB,,,,,,,PLCC-84,30.2 x 30.2 mm^2,,PLCC-84,,,,,CMOS,,,,,,4.5-5.5V,5V,,NA,NA,,5V,,,,,,-40 to 85C,Industrial,,,,,,,68070,,,,68000,,,,,none,"MMU, 2-channel DMA controller, UART bus interface, I2C, 16-bit timer/counter, Clock generator ",,,,,,,,,,Motorola 68000 object code compatible,,,,,,,http://www.cpu-world.com/CPUs/68070/Philips-SCC68070CCA84%20-%20SCC68070CCA.html,"Datasheet: Philips, “SCC68070 16/32-bit microprocessor”, April 1993. Available from: http://www.datasheetcatalog.com/datasheets_pdf/S/C/C/6/SCC68070.shtml [Accessed 3 Jan 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips,68070,SCC68070CCB,,,,,,,,,,CPU,,,68070,Philips,,,NA,1,,,,,,32,16,24,,,4MHz,15MHz,15MHz,,,1,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,16MiB,,,,,,,PQFP-120,28 x 28 mm^2,,NA,,,,,CMOS,,,,,,4.5-5.5V,5V,,NA,NA,,5V,,,,,,-40 to 85C,Industrial,,,,,,,68070,,,,68000,,,,,none,"MMU, 2-channel DMA controller, UART bus interface, I2C, 16-bit timer/counter, Clock generator ",,,,,,,,,,Motorola 68000 object code compatible,,,,,,,http://www.cpu-world.com/CPUs/68070/Philips-SCC68070CCB.html,"Datasheet: Philips, “SCC68070 16/32-bit microprocessor”, April 1993. Available from: http://www.datasheetcatalog.com/datasheets_pdf/S/C/C/6/SCC68070.shtml [Accessed 3 Jan 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips,68070,SCC68070CDA84,SCC68070CDA,,,,,,,,,CPU,,,68070,Philips,,,NA,1,,,,,,32,16,24,,,4MHz,17.5MHz,17.5MHz,,,1,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,16MiB,,,,,,,PLCC-84,30.2 x 30.2 mm^2,,PLCC-84,,,,,CMOS,,,,,,4.5-5.5V,5V,,NA,NA,,5V,,,,,,-40 to 85C,Industrial,,,,,,,68070,,,,68000,,,,,none,"MMU, 2-channel DMA controller, UART bus interface, I2C, 16-bit timer/counter, Clock generator ",,,,,,,,,,Motorola 68000 object code compatible,,,,,,,http://www.cpu-world.com/CPUs/68070/Philips-SCC68070CDA84%20-%20SCC68070CDA.html,"Datasheet: Philips, “SCC68070 16/32-bit microprocessor”, April 1993. Available from: http://www.datasheetcatalog.com/datasheets_pdf/S/C/C/6/SCC68070.shtml [Accessed 3 Jan 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips,68070,SCC68070CDB,,,,,,,,,,CPU,,,68070,Philips,,,NA,1,,,,,,32,16,24,,,4MHz,17.5MHz,17.5MHz,,,1,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,16MiB,,,,,,,PQFP-120,28 x 28 mm^2,,NA,,,,,CMOS,,,,,,4.5-5.5V,5V,,NA,NA,,5V,,,,,,-40 to 85C,Industrial,,,,,,,68070,,,,68000,,,,,none,"MMU, 2-channel DMA controller, UART bus interface, I2C, 16-bit timer/counter, Clock generator ",,,,,,,,,,Motorola 68000 object code compatible,,,,,,,http://www.cpu-world.com/CPUs/68070/Philips-SCC68070CDB.html,"Datasheet: Philips, “SCC68070 16/32-bit microprocessor”, April 1993. Available from: http://www.datasheetcatalog.com/datasheets_pdf/S/C/C/6/SCC68070.shtml [Accessed 3 Jan 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips,MCS-48 (8048),MAB8048HWP,,,,,,,,,,MCU,,,,,,,NA,1,,no,,,,8,,,,,1MHz,11MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,1KiB,,64B,,,NA,,,,,PLCC-44,,,PLCC-44,,,,,,,,,,,4.5-5.5V,5V,,NA,NA,,5V,,,,400mW,,0 to 70C,Commercial,,,,,,,MCS-48,,,,MCS-48,,,,,none,"Clock generator, counter/timer, interrupt controller",,,,,,,,Embedded systems,no,,,,,,,,"Datasheet: Philips, “MAB8048H/35HL MAB8049H/39HL MAB8050H/40HL”, Aug 1990. Available from: http://www.datasheetcatalog.com/datasheets_pdf/M/A/B/8/MAB8048H.shtml [Accessed 3 Jan 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips,MCS-48 (8048),MAB8048HLWP,,,,,,,,,,MCU,,,,,,,NA,1,,no,,,,8,,,,,1MHz,11MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,none,NA,64B,,,NA,,,,,PLCC-44,,,PLCC-44,,,,,,,,,,,4.5-5.5V,5V,,NA,NA,,5V,,,,400mW,,0 to 70C,Commercial,,,,,,,MCS-48,,,,MCS-48,,,,,none,"Clock generator, counter/timer, interrupt controller",,,,,,,,Embedded systems,no,,,,,,,,"Datasheet: Philips, “MAB8048H/35HL MAB8049H/39HL MAB8050H/40HL”, Aug 1990. Available from: http://www.datasheetcatalog.com/datasheets_pdf/M/A/B/8/MAB8048H.shtml [Accessed 3 Jan 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
