Manufacturer,Family,Part #,Alternative Label 1,Alternative Label 2,Alternative Label 3,Alternative Label 4,Alternative Label 5,Alternative Label 6,Empty,Empty,Empty,Chip Type,Sub-Family,Model number,Core,Core designer,Microarchitecture,Threads,CPUID,Core Count,Pipeline,Multiprocessing,Empty,Empty,Empty,Architecture,Data Bus(ext),Address Bus,Bus comments,Frequency(ext),Frequency(internal min),Frequency(internal max/typ),Actual bus frequency,Effective bus frequency,Bus bandwidth,Clock multiplier,Core Stepping,Empty,Empty,Empty,Empty,L1 data cache,L1 data comments,L1 instruction cache,L1 instruction comments,L1 unified cache,L1 unified comments,L2 cache,L2 comments,L3 cache,L3 comments,Empty,ROM Internal,ROM Type,RAM internal,RAM max,RAM type,Virtual memory max,Empty,Empty,Empty,Empty,Package,Package Size,Package Weight,Socket,Transistor count,Process Size,Metal Layers,Metal Type,Process technology,Die size,Green,Empty,Empty,Empty,Vcc(core range),Vcc(core typical),Empty,Vcc(secondary),Vcc(tertiary),Empty,Vcc(I/O),I/O compatibility,Power Min,Power Typ,Power Max,Power Thermal Design,Temperature range,Temperature Grade,Low Power Features,Empty,Empty,Empty,Empty,Empty,Instruction set,Instruction set extensions,Additional instructions,Computer architecture,ISA,Empty,Empty,Empty,Empty,FPU,On-chip peripherals,Features,Empty,Empty,Production type,Clone,Release date,Initial price,Applications,Military Spec,Comments,Empty,Empty,Empty,Empty,Empty,Empty,Reference 1,Reference 2,Reference 3,Reference 4,Reference 5,Reference 6,Reference 7,Reference 8,Empty,Empty,Empty,Empty,Empty,Photo front filename 1,Photo front source 1,Photo front copyright 1,Photo front comment 1,Empty,Photo back filename 1,Photo back source 1,Photo back copyright 1,Photo back comment 1,Empty,Photo front filename 2,Photo front source 2,Photo front copyright 2,Photo front comment 2,Empty,Photo back filename 2,Photo back source 2,Photo back copyright 2,Photo back comment 2,Empty,Photo front filename 3,Photo front source 3,Photo front copyright 3,Photo front comment 3,Empty,Photo back filename 3,Photo back source 3,Photo back copyright 3,Photo back comment 3,Empty,Photo front filename 4,Photo front source 4,Photo front copyright 4,Photo front comment 4,Empty,Photo back filename 4,Photo back source 4,Photo back copyright 4,Photo back comment 4,Empty,Die photo 1,Die photo source 1,Die photo copyright 1,Die photo comment 1,Empty
Rockwell,68000,R68000C8,,,,,,,,,,CPU,,,,,,,NA,1,,,,,,32,16,24,,,,8MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,none,NA,NA,16MiB,,,,,,,(0.9in) Side-Brazed CDIP-64,,,(0.9in) DIP-64,,,,,,,,,,,,5V,,NA,NA,,5V,,,,,,0 to 70C,Commercial,,,,,,,68000,,,,68000,,,,,none,,,,,,Motorola MC68000L8,,,,no,,,,,,,,http://www.cpu-world.com/CPUs/68000/Rockwell-R68000C8.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockwell,68000,R68000C8E,,,,,,,,,,CPU,,,,,,,NA,1,,,,,,32,16,24,,,,8MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,none,NA,NA,,,,,,,,(0.9in) Side-Brazed CDIP-64,,,(0.9in) DIP-64,,,,,,,,,,,,5V,,NA,NA,,5V,,,,,,-40 to 85C,Industrial,,,,,,,68000,,,,68000,,,,,none,,,,,,Motorola MC68000CL8,,,,no,,,,,,,,http://www.cpu-collection.de/?tn=0&l0=co&l1=Rockwell&l2=68000#R68000C8E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockwell,6500/1,R6500/13,,,,,,,,,,MCU,,,,,,,NA,1,,no,,,,8,,,,,,,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,256B,mask-programable,192B,64KiB,,NA,,,,,QUIP-64,,,,,,,,NMOS-3,,,,,,4.75-5.25V,5V,,NA,NA,,5V,TTL,,,,,0 to 70C,Commercial,,,,,,,6502,,"Set Memory Bit (SMB), Resent Memory Bit (RMB), Branch on Bit Set (BBS), Branch on Bit Reset (BBR), Decimal, and binary modes",,6502,,,,,none,"Clock generator, interrupt logic, bus controller, counter/timer, serial, edge detect",,,,,,,,,no,,,,,,,,"Datasheet: Rockwell, “R6511Q One-Chip Microprocessor and R6500/13 One-Chip Microcomputer”, Document number: 29651N36, Rev. 5, June 1987. Available from: http://www.datasheetarchive.com/dataframe.php?file=DSA-521555.pdf&dir=Datasheets-27&part=R6500/13# [Accessed 11 Jan 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockwell,6500/1,R6500/1E,,,,,,,,,,MCU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockwell,6500/1,R6500/1EAB3,,,,,,,,,,MCU,R6500/1EB,,R6500/1,,,,NA,1,,no,,,,8,8,12,,,,2MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,Ext 4KiB (3KiB addressable),,64B,,,NA,,,,,,,,,,,,,,,,,,,4.75-5.25V,5V,,NA,NA,,5V,TTL,,,,,0 to 70C,Commercial,,,,,,,,,,,,,,,,none,"Clock generator, counter/timer, edge detection",,,,,,,,,no,"Backpack emulator, a R6500/1 MCU with external EPROM backpack for prototyping",,,,,,,"Datasheet: Rockwell, “R6500/1EB and R6500/1EAB Backpack Emulator”, Document number: 29000D60, Rev. 4, June 1987. http://www.datasheetarchive.com/dataframe.php?file=DSAP0053195.pdf&dir=Datasheets-112&part=R65001/EAB#  [Accessed 11 Jan 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockwell,6500/1,R6500/1EAC,,,,,,,,,,MCU,R6500/1E,,R6500/1,,,,NA,1,,no,,,,8,8,12,,,,2MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,Ext 4KiB,,,,,NA,,,,,CDIP-64,,,DIP-64,,,,,,,,,,,4.75-5.25V,5V,,NA,NA,,5V,,,,,,0 to 70C,Commercial,,,,,,,,,,,,,,,,none,,"Internal I/O port pull-ups, earlier I/O port initialization, write-only monitoring",,,,,,,,no,"Microprocessor emulator device, a R6500/1 MCU with external ROM for prototyping",,,,,,,"Datasheet: Rockwell, “R6500/1E Microprocessor Emulator Device”, Document number: 29000D51S, Rev. 3, June 1987. http://www.datasheetarchive.com/dataframe.php?file=DSAP0053194.pdf&dir=Datasheets-112&part=R6500/1E#  [Accessed 11 Jan 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockwell,6500/1,R6500/1EAC,,,,,,,,,,MCU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.chipdb.org/img-rockwell-r6500-1eac-6880.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockwell,6500/1,R6500/1EAQ,,,,,,,,,,MCU,R6500/1E,,R6500/1,,,,NA,1,,no,,,,8,8,12,,,,2MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,Ext 4KiB,,,,,NA,,,,,Plastic QUIP-64,,,,,,,,,,,,,,4.75-5.25V,5V,,NA,NA,,5V,,,,,,0 to 70C,Commercial,,,,,,,,,,,,,,,,none,,"Internal I/O port pull-ups, earlier I/O port initialization, write-only monitoring",,,,,,,,no,"Microprocessor emulator device, a R6500/1 MCU with external ROM for prototyping",,,,,,,"Datasheet: Rockwell, “R6500/1E Microprocessor Emulator Device”, Document number: 29000D51S, Rev. 3, June 1987. http://www.datasheetarchive.com/dataframe.php?file=DSAP0053194.pdf&dir=Datasheets-112&part=R6500/1E#  [Accessed 11 Jan 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockwell,6500/1,R6500/1EB,,,,,,,,,,MCU,R6500/1E,,R6500/1,,,,NA,1,,no,,,,8,8,12,,,,,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,Ext 4KiB,,,,,NA,,,,,,,,,,,,,,,,,,,4.75-5.25V,5V,,NA,NA,,5V,,,,,,0 to 70C,Commercial,,,,,,,,,,,,,,,,none,,"Internal I/O port pull-ups, earlier I/O port initialization, write-only monitoring",,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockwell,6500/1,R6500/1EB3,,,,,,,,,,MCU,R6500/1EB,,R6500/1,,,,NA,1,,no,,,,8,8,12,,,,1MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,Ext 4KiB (3KiB addressable),,64B,,,NA,,,,,,,,,,,,,,,,,,,4.75-5.25V,5V,,NA,NA,,5V,TTL,,,,,0 to 70C,Commercial,,,,,,,,,,,,,,,,none,"Clock generator, counter/timer, edge detection",,,,,,,,,no,"Backpack emulator, a R6500/1 MCU with external EPROM backpack for prototyping",,,,,,,"Datasheet: Rockwell, “R6500/1EB and R6500/1EAB Backpack Emulator”, Document number: 29000D60, Rev. 4, June 1987. http://www.datasheetarchive.com/dataframe.php?file=DSAP0053195.pdf&dir=Datasheets-112&part=R65001/EAB#  [Accessed 11 Jan 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
