Manufacturer,Family,Part #,Alternative Label 1,Alternative Label 2,Alternative Label 3,Alternative Label 4,Alternative Label 5,Alternative Label 6,Empty,Empty,Empty,Chip Type,Sub-Family,Model number,Core,Core designer,Microarchitecture,Threads,CPUID,Core Count,Pipeline,Multiprocessing,Empty,Empty,Empty,Architecture,Data Bus(ext),Address Bus,Bus comments,Frequency(ext),Frequency(internal min),Frequency(internal max/typ),Actual bus frequency,Effective bus frequency,Bus bandwidth,Clock multiplier,Core Stepping,Empty,Empty,Empty,Empty,L1 data cache,L1 data comments,L1 instruction cache,L1 instruction comments,L1 unified cache,L1 unified comments,L2 cache,L2 comments,L3 cache,L3 comments,Empty,ROM Internal,ROM Type,RAM internal,RAM max,RAM type,Virtual memory max,Empty,Empty,Empty,Empty,Package,Package Size,Package Weight,Socket,Transistor count,Process Size,Metal Layers,Metal Type,Process technology,Die size,Green,Empty,Empty,Empty,Vcc(core range),Vcc(core typical),Empty,Vcc(secondary),Vcc(tertiary),Empty,Vcc(I/O),I/O compatibility,Power Min,Power Typ,Power Max,Power Thermal Design,Temperature range,Temperature Grade,Low Power Features,Empty,Empty,Empty,Empty,Empty,Instruction set,Instruction set extensions,Additional instructions,Computer architecture,ISA,Empty,Empty,Empty,Empty,FPU,On-chip peripherals,Features,Empty,Empty,Production type,Clone,Release date,Initial price,Applications,Military Spec,Comments,Empty,Empty,Empty,Empty,Empty,Empty,Reference 1,Reference 2,Reference 3,Reference 4,Reference 5,Reference 6,Reference 7,Reference 8,Empty,Empty,Empty,Empty,Empty,Photo front filename 1,Photo front creator 1,Photo front source 1,Photo front copyright 1,Photo front comment 1,Empty,Photo back filename 1,Photo back creator 1,Photo back source 1,Photo back copyright 1,Photo back comment 1,Empty,Photo front filename 2,Photo front creator 2,Photo front source 2,Photo front copyright 2,Photo front comment 2,Empty,Photo back filename 2,Photo back creator 2,Photo back source 2,Photo back copyright 2,Photo back comment 2,Empty,Photo front filename 3,Photo front creator 3,Photo front source 3,Photo front copyright 3,Photo front comment 3,Empty,Photo back filename 3,Photo back creator 3,Photo back source 3,Photo back copyright 3,Photo back comment 3,Empty,Photo front filename 4,Photo front creator 4,Photo front source 4,Photo front copyright 4,Photo front comment 4,Empty,Photo back filename 4,Photo back creator 4,Photo back source 4,Photo back copyright 4,Photo back comment 4,Empty,Die photo filename 1,Die photo creator 1,Die photo source 1,Die photo copyright 1,Die photo comment 1,Empty
Nintendo,65C816,S-CPU,,,,,,,,,,CPU,,,5A22,Ricoh,,,,1,,,,,,16,,,,,,3.58MHz,3.58MHz,,2.68MiB/s,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6500,,,,,none,"Serial, parrallel, interrupt controller, DMA",,,,,,,,Super Nintendo Entertainment System (SNES) video game console,,,,,,,,,http://en.wikipedia.org/wiki/Ricoh_5A22,http://www.chipdb.org/img-nintendo-s-cpu-snes-5274.htm,http://console5.com/wiki/SNES [Accessed 30 Dec 2012],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nintendo,65C816,S-CPU A,,,,,,,,,,CPU,,,5A22,Ricoh,,,,1,,,,,,16,,,,,,3.58MHz,3.58MHz,,2.68MiB/s,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6500,,,,,none,"Serial, parrallel, interrupt controller, DMA",,,,,,,,Super Nintendo Entertainment System (SNES) video game console,,,,,,,,,http://console5.com/wiki/SNES [Accessed 30 Dec 2012],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nintendo,65C816,S-CPU B,,,,,,,,,,CPU,,,5A22,Ricoh,,,,1,,,,,,16,,,,,,3.58MHz,3.58MHz,,2.68MiB/s,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6500,,,,,none,"Serial, parrallel, interrupt controller, DMA",,,,,,,,Super Nintendo Entertainment System (SNES) video game console,,,,,,,,,http://en.wikipedia.org/wiki/Ricoh_5A22,http://console5.com/wiki/SNES [Accessed 30 Dec 2012],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nintendo,65C816,S-CPUN A,,,,,,,,,,CPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Super Nintendo Entertainment System (SNES) video game console,,,,,,,,,http://console5.com/wiki/SNES [Accessed 30 Dec 2012],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nintendo,Game Boy,CPU AGB,,,,,,,,,,CPU,,,ARM7TDMI,ARM,,,,1,,,,,,32,,,,,,16.78MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARM,,,,,,,,,,,,,,Nintendo Game Boy Advanced,,,,,,,,,"Programming Manual: Nintendo, ""AGB Programming Manual Version 1.1"", AGB-06-0001-002B4,  2 April 2001. Available from: http://www.preterhuman.net/texts/gaming_and_diversion/Gameboy%20Advance%20Programming%20Manual%20v1.1.pdf [Accessed 30 Dec 2012]",http://www.chipdb.org/img-nintendo-cpu-agb-game-boy-advance-6497.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nintendo,Game Boy,CPU AGB B,,,,,,,,,,CPU,,,ARM7TDMI,ARM,,,,1,,,,,,32,,,,,,16.78MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nintendo Game Boy Advanced,,,,,,,,,http://www.division-6.com/learn/gbaccelerator-installation-sp.php [Accessed 31 Dec 2012],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nintendo,Game Boy,CPU CGB B,,,,,,,,,,CPU,,,,,,,,1,,,,,,,,,,,,8.388MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PQFP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z80,,,,,,,,,,,,,,Game Boy Color,,,,,,,,,http://gbdev.gg8.se/wiki/articles/Gameboy_sound_hardware [Accessed 30 Dec 2012],http://console5.com/wiki/Game_Boy_Color [Accessed 30 Dec 2012],http://console5.com/wiki/Game_Boy_Color [Accessed 30 Dec 2012],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nintendo,Game Boy,CPU CGB C,,,,,,,,,,CPU,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PQFP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z80,,,,,,,,,,,,,,Game Boy Color,,,,,,,,,http://console5.com/wiki/Game_Boy_Color [Accessed 30 Dec 2012],http://www.chipdb.org/img-nintendo-cpu-cgb-c-gameboy-color-5269.htm,"User Guide: ""CGB (Color Game Boy) User's Guide"", Ver. 1-3. Available from: http://www.retards.org/library/technology/computers/programming/gbdev/docs/gbc_info/gbc_doc.pdf [Accessed 30 Dec 2012]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nintendo,Game Boy,CPU CGB D,,,,,,,,,,CPU,,,,,,,,1,,,,,,,,,,,,8.388MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PQFP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z80,,,,,,,,,,,,,,Game Boy Color,,,,,,,,,http://gbdev.gg8.se/wiki/articles/Gameboy_sound_hardware [Accessed 30 Dec 2012],http://console5.com/wiki/Game_Boy_Color [Accessed 30 Dec 2012],http://console5.com/wiki/Game_Boy_Color [Accessed 30 Dec 2012],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nintendo,Game Boy,CPU CGB E,,,,,,,,,,CPU,,,,,,,,1,,,,,,,,,,,,8.388MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PQFP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z80,,,,,,,,,,,,,,Game Boy Color,,,,,,,,,http://console5.com/wiki/Game_Boy_Color [Accessed 30 Dec 2012],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nintendo,Game Boy,CPU MGB,,,,,,,,,,CPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nintendo Game Boy Pocket,,,,,,,,,http://www.chipdb.org/img-nintendo-cpu-mgb-game-boy-pocket-cpu-5673.htm,http://console5.com/wiki/Game_Boy_Pocket [Accessed 30 Dec 2012],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nintendo,Game Boy,DMG-CPU B,,,,,,,,,,CPU,,,LR35902,Sharp,,,,1,,,,,,8,,,,,,4.19MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,,SRAM,,,,,,PQFP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nintendo Game Boy,,,,,,,,,http://www.chipdb.org/img-nintendo-dmg-cpu-b-classic-gameboy-cpu-5224.htm,http://console5.com/wiki/Game_Boy_DMG-01 [Accessed 30 Dec 2012],"Programming Manual: Nintendo, ""GAME BOY PROGRAMMING MANUAL Version 1.0"", DMG-06-4216-001-A, 9 Nov 1999. Available from: http://www.scribd.com/doc/39999184/GameBoy-Programming-Manual [Accessed 30 Dec 2012]",http://en.wikipedia.org/wiki/Game_Boy [Accessed 30 Dec 2012],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nintendo,Game Boy,SGB-CPU 01,,,,,,,,,,CPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nintendo Super Game Boy,,,,,,,,,http://noizeinabox.blogspot.com/2012/06/game-boy-super-game-boy-cpu-transplant.html,http://gbdev.gg8.se/wiki/articles/SGB_Schematic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nintendo,MIPS,RCP-NUS,,,,,,,,,,GPU,,,,SGI,,,,1,,,,,,64,,,,,,62.5MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIPS,,,,,,,,,,,,,,Nintendo 64,,,,,,,,,http://en.wikipedia.org/wiki/Nintendo_64#Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nintendo,Nintendo DS,CPU CTR,,,,,,,,,,CPU,,,ARM11,,,,,2,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARM11,,,,ARM,,,,,Integrated,,,,,,,2011,,Nintendo 3DS,,,,,,,,,http://www.3dsbuzz.com/nintendo-to-unlock-3dss-2nd-cpu/,http://www.nintenfan.com/home/3ds-specs/nintendo-3ds-specs-revealed-by-assembly-line-worker.html,http://en.wikipedia.org/wiki/Nintendo_3DS [Accessed 30 Dec 2012],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nintendo,Nintendo DS,CPU NTR,,,,,,,,,,CPU,,,ARM946E-S and ARM7TDMI,ARM,,,,2: ARM9 and ARM7,,,,,,32,,,,,,"67MHz (ARM9), 33MHz (ARM7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARM,,,,,Integrated,,,,,,,,,"Nintendo DS, Nintendo DS Lite",,,,,,,,,http://www.chipdb.org/img-nintendo-cpu-ntr-nintendo-ds-6364.htm,http://en.wikipedia.org/wiki/Nintendo_DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nintendo,Nintendo DS,CPU NTR B,,,,,,,,,,CPU,,,ARM946E-S and ARM7TDMI,ARM,,,,2: ARM9 and ARM7,,,,,,32,,,,,,"67MHz (ARM9), 33MHz (ARM7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARM,,,,,Integrated,,,,,,,,,Nintendo DS Lite,,,,,,,,,"Carry, David, ""Tiny Nintendo DS Lite drives volume"", 18 June 2007. Available from: http://www.eetimes.com/design/signal-processing-dsp/4004716/Tiny-Nintendo-DS-Lite-drives-volume [Accessed 30 Dec 2012]",http://en.wikipedia.org/wiki/Nintendo_DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nintendo,Nintendo DS,CPU TWL,,,,,,,,,,CPU,,,ARM9 and ARM7,ARM,,,,2: ARM9 and ARM7,,,,,,32,,,,,,"133MHz (ARM9), 33MHz (ARM7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARM,,,,,Integrated,,,,,,,,,Nintendo DSi,,,,,,,,,http://pc.watch.impress.co.jp/docs/2008/1101/dsi50.jpg,http://dsibrew.org/wiki/Hardware,http://en.wikipedia.org/wiki/Nintendo_DSi ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nintendo,R4300,CPU-NUS,,,,,,,,,,CPU,,,VR4300,NEC,,,,1,,,,,,64,32,64,,,,99.75MHz,,,250MiB/s,,,,,,,8KiB,,16KiB,,,,,,,,,,,,,RDRAM,,,,,,PQFP,,,NA,4.6M,0.35um,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIPS,,,,,Integrated,,,,,,,,,Nintendo 64,,,,,,,,,http://en.wikipedia.org/wiki/Nintendo_64#Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nintendo,R4300,CPU-NUS A,,,,,,,,,,CPU,,,VR4300,NEC,,,,1,,,,,,64,32,64,,,,99.75MHz,,,250MiB/s,,,,,,,8KiB,,16KiB,,,,,,,,,,,,,RDRAM,,,,,,PQFP,,,NA,4.6M,0.35um,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIPS,,,,,Integrated,,,,,,,,,Nintendo 64,,,,,,,,,http://www.chipdb.org/img-nintendo-64-cpu-nus-a-6878.htm,http://www.happytrees.org/chips?page=chip&manufacturer=Nintendo&part=CPU_NUS,http://en.wikipedia.org/wiki/Nintendo_64#Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nintendo,Super FX,GSU-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://en.wikipedia.org/wiki/List_of_Super_NES_enhancement_chips [Accessed 30 Dec 2012],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nintendo,Super FX,GSU-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.chipdb.org/img-nintendo-super-fx-2-gsu-2-21-mhz-6876.htm,http://en.wikipedia.org/wiki/List_of_Super_NES_enhancement_chips [Accessed 30 Dec 2012],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nintendo,Super FX,GSU-2-SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://en.wikipedia.org/wiki/List_of_Super_NES_enhancement_chips [Accessed 30 Dec 2012],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nintendo,,DSP-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://en.wikipedia.org/wiki/List_of_Super_NES_enhancement_chips [Accessed 30 Dec 2012],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
